Date,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential
9/7/14 13:00,2014,1,WAS,HOU,AWAY,6,17,23,Reliant Stadium,Dome,86,66,5,43.5,3,0,6,0,0,0,30,54,30:54:00,20,7,11,2,63,372,5.9,1,23,131,5.7,1,37,29,241,0,0,6.5,8.3,78.4,93.81,12,3,25,1,0,0,2,1,2,1,33,7,70,3,2,3,26,4,3,0,6,246,41,2,1,-1,0,14,0,3,0,29,6,29:06:00,16,5,8,3,56,316,5.6,2,33,115,3.5,0,22,14,201,1,0,9.1,14.4,63.6,108.33,14,7,50,0,0,0,2,0,0,0,33,6,45,2,1,1,5,14,5,0,6,306,51,1,2,1
9/7/14 16:25,2014,1,CAR,TB,AWAY,20,14,34,Raymond James Stadium,Grass,88,29,6,38.5,4.5,0,10,0,10,0,35,12,35:12:00,19,5,14,0,68,334,4.9,2,33,113,3.4,0,34,24,221,2,0,6.5,9.2,70.6,107.6,15,6,40,1,1,100,3,1,1,1,43,6,55,1,0,1,9,7,4,0,6,282,47,0,3,3,0,0,0,14,0,24,48,24:48:00,17,5,10,2,55,264,4.8,2,17,102,6,0,35,22,162,2,2,4.6,7.4,62.9,68.99,12,6,50,0,0,0,2,2,1,1,56,3,15,3,1,3,21,4,6,0,5,220,44,3,0,-3
9/7/14 16:25,2014,1,SF,DAL,AWAY,28,17,45,AT&T Stadium,Dome,85,58,6,49,-3.5,21,7,0,0,0,28,36,28:36:00,19,6,11,2,54,316,5.9,4,30,124,4.1,1,23,16,192,2,0,8.3,12,69.6,123.82,12,7,58.3,0,0,0,3,2,2,2,96,11,80,0,0,1,9,4,4,0,4,183,45.8,0,4,4,3,0,7,7,0,31,24,31:24:00,26,8,14,4,63,382,6.1,2,23,127,5.5,1,37,23,255,1,3,6.9,11.1,62.2,57.83,9,5,55.6,1,1,100,4,2,2,1,0,10,72,3,1,3,26,3,2,0,2,105,52.5,4,0,-4
9/7/14 20:30,2014,1,IND,DEN,AWAY,24,31,55,Sports Authority Field at Mile High,Grass,75,41,6,53.5,8,0,7,3,14,0,27,36,27:36:00,24,2,20,2,70,408,5.8,3,14,54,3.9,1,53,35,354,2,2,6.7,10.1,66,81.8,13,4,30.8,4,2,50,4,2,4,2,24,9,45,1,0,3,16,3,2,0,4,199,49.8,2,0,-2,3,21,0,7,0,32,24,32:24:00,24,8,13,3,69,361,5.2,4,32,102,3.2,1,36,22,259,3,0,7.2,11.8,61.1,110.76,14,7,50,0,0,0,4,3,4,3,24,7,70,2,0,1,10,6,5,0,5,234,46.8,0,2,2
9/8/14 19:10,2014,1,NYG,DET,AWAY,14,35,49,Ford Field,Dome,68,70,0,45.5,6,0,7,0,7,0,23,56,23:56,16,4,8,4,57,197,3.5,2,22,53,2.4,1,33,18,144,1,2,4.4,8,54.5,50.57,13,3,23.1,3,2,66.7,2,2,2,2,30,4,25,0,0,2,19,1,4,0,5,201,40.2,2,0,-2,14,0,13,8,0,36,4,36:04:00,20,5,14,1,63,417,6.6,4,30,76,2.5,2,32,22,341,2,0,10.7,15.5,68.8,124.61,15,10,66.7,0,0,0,5,3,3,2,42,8,85,1,0,1,5,9,3,0,2,109,54.5,0,2,2
9/8/14 22:20,2014,1,SD,ARI,AWAY,17,18,35,University of Phoenix Stadium,Dome,70,50,0,46.5,3,0,3,14,0,0,28,11,28:11:00,15,5,9,1,60,290,4.8,2,24,52,2.2,1,36,21,238,1,1,6.6,11.3,58.3,75.93,15,6,40,1,0,0,2,1,1,1,3,6,47,1,0,0,0,4,2,0,6,236,39.3,1,2,1,0,6,0,12,0,31,49,31:49:00,22,4,14,4,65,403,6.2,2,26,109,4.2,0,37,24,294,2,0,7.9,12.2,64.9,107.26,13,6,46.2,0,0,0,3,2,1,1,12,5,23,2,2,2,10,4,8,0,5,218,43.6,2,1,-1
9/11/14 20:25,2014,2,PIT,BAL,AWAY,6,26,32,M&T Bank Stadium,Artificial,82,40,6,44.5,2.5,0,3,3,0,0,24,52,24:52:00,17,5,11,1,57,301,5.3,0,18,99,5.5,0,37,22,202,0,1,5.5,9.2,59.5,63.12,12,6,50,0,0,0,2,0,0,0,13,9,75,2,2,2,15,0,3,0,4,183,45.8,3,0,-3,7,3,7,9,0,35,8,35:08:00,25,9,11,5,65,323,5,2,36,157,4.4,0,29,21,166,2,0,5.7,7.9,72.4,109.27,12,5,41.7,1,1,100,6,2,5,2,60,4,35,0,0,0,0,3,2,0,2,110,55,0,3,3
9/14/14 13:00,2014,2,ARI,NYG,AWAY,25,14,39,MetLife Stadium,Artificial,66,48,1,41.5,2,10,0,0,15,0,27,31,27:31:00,21,6,9,6,61,266,4.4,2,28,124,4.4,1,29,14,142,0,0,4.9,10.1,48.3,62.72,13,5,38.5,0,0,0,4,1,1,1,79,7,71,0,0,4,25,2,4,0,4,164,41,0,4,4,0,7,7,0,0,32,29,32:29:00,24,5,15,4,68,341,5,2,27,81,3,0,39,26,260,2,2,6.7,10,66.7,81.14,12,6,50,1,0,0,3,2,1,1,0,9,70,2,2,2,17,10,5,0,4,177,44.2,4,0,-4
9/14/14 13:00,2014,2,ATL,CIN,AWAY,10,24,34,Paul Brown Stadium,Artificial,66,48,4,49,5.5,3,0,0,7,0,27,1,27:01:00,19,6,11,2,65,309,4.8,1,19,97,5.1,0,44,24,212,1,3,4.8,8.8,54.5,46.78,12,3,25,2,1,50,1,1,0,0,7,7,56,0,0,2,19,1,4,0,6,266,44.3,3,0,-3,3,7,14,0,0,32,59,32:59:00,21,10,10,1,69,472,6.8,3,45,170,3.8,2,24,16,302,1,0,12.6,18.9,66.7,123.61,14,6,42.9,0,0,0,3,2,2,2,65,7,55,0,0,0,0,9,2,0,4,171,42.8,0,3,3
9/14/14 13:00,2014,2,DAL,TEN,AWAY,26,10,36,LP Field,Grass,75,45,2,49.5,3,3,13,7,3,0,41,11,41:11:00,26,13,10,3,76,368,4.8,2,43,220,5.1,1,29,19,148,1,0,5.1,7.8,65.5,89.44,16,9,56.2,0,0,0,3,2,1,1,19,4,25,1,1,4,28,5,2,0,4,220,55,1,2,1,0,0,10,0,0,18,49,18:49,13,4,9,0,49,314,6.4,1,13,82,6.3,0,34,18,232,1,2,6.8,12.9,52.9,59.93,10,2,20,1,0,0,1,0,1,0,0,5,30,1,0,2,2,5,7,0,5,225,45,2,1,-1
9/14/14 13:00,2014,2,DET,CAR,AWAY,7,24,31,Bank of America Stadium,Grass,70,63,9,43.5,1.5,0,0,7,0,0,30,41,30:41:00,21,2,18,1,70,323,4.6,1,18,70,3.9,0,48,27,253,1,1,5.3,9.4,56.2,69.18,15,6,40,2,1,50,1,1,1,1,52,5,33,3,2,4,38,7,11,0,5,233,46.6,3,0,-3,0,6,7,11,0,29,19,29:19:00,20,3,14,3,62,313,5,2,24,62,2.6,1,34,22,251,1,0,7.4,11.4,64.7,96.57,12,3,25,0,0,0,4,2,2,2,31,4,45,0,0,4,30,7,4,0,6,269,44.8,0,3,3
9/14/14 13:00,2014,2,JAX,WAS,AWAY,10,41,51,FedEx Field,Grass,65,50,6,43,5,0,7,0,3,0,20,59,20:59,8,2,4,2,48,148,3.1,1,10,25,2.5,0,28,14,123,1,1,4.4,8.8,50,59.08,13,3,23.1,1,0,0,1,0,0,0,9,6,44,0,0,10,70,3,6,0,8,383,47.9,1,0,-1,7,14,3,17,0,39,1,39:01:00,32,12,16,4,81,449,5.5,5,42,191,4.5,3,36,24,258,2,0,7.2,10.8,66.7,106.02,14,6,42.9,2,1,50,6,4,4,3,73,11,98,0,0,3,30,18,9,0,4,199,49.8,0,1,1
9/14/14 13:00,2014,2,MIA,BUF,AWAY,10,29,39,Ralph Wilson Stadium,Artificial,58,56,4,43,1,0,0,10,0,0,31,17,31:17:00,23,4,16,3,74,290,3.9,1,21,80,3.8,0,49,31,210,1,1,4.3,6.8,63.3,70.96,16,5,31.2,4,1,25,2,1,0,0,7,3,20,1,1,4,31,2,3,0,6,199,33.2,2,0,-2,6,3,14,6,0,28,43,28:43:00,13,3,10,0,59,315,5.3,2,33,113,3.4,0,26,16,202,1,0,7.8,12.6,61.5,98.56,15,5,33.3,0,0,0,6,1,1,0,17,6,40,0,0,0,0,5,9,0,4,134,33.5,0,2,2
9/14/14 13:00,2014,2,NE,MIN,AWAY,30,7,37,TCF Bank Stadium,,58,50,0,49,-3,10,14,3,3,0,31,34,31:34:00,16,5,9,2,60,292,4.9,3,37,150,4.1,1,22,15,142,1,0,6.5,9.5,68.2,100.95,14,5,35.7,1,0,0,4,2,2,2,126,15,163,1,0,1,7,8,8,0,5,211,42.2,0,4,4,7,0,0,0,0,28,26,28:26:00,17,3,9,5,61,217,3.6,1,19,54,2.8,0,36,19,163,1,4,4.5,8.6,52.8,34.61,11,4,36.4,1,0,0,1,0,0,0,11,7,58,1,0,6,39,3,3,0,5,228,45.6,4,0,-4
9/14/14 13:00,2014,2,NO,CLE,AWAY,24,26,50,FirstEnergy Stadium,Artificial,61,62,6,49.5,-5,0,10,7,7,0,31,50,31:50:00,26,10,16,0,69,397,5.8,3,27,174,6.4,1,40,27,223,2,1,5.6,8.3,67.5,87.81,13,7,53.8,0,0,0,4,3,3,3,-2,5,39,1,1,2,14,6,2,0,5,206,41.2,2,0,-2,10,6,7,3,0,28,10,28:10:00,23,7,14,2,72,324,4.5,3,30,122,4.1,1,41,24,202,1,0,4.9,8.4,58.5,79.52,16,7,43.8,2,2,100,4,2,2,2,64,4,30,0,0,1,2,6,3,0,5,208,41.6,0,2,2
9/14/14 16:05,2014,2,SEA,SD,AWAY,21,30,51,Qualcomm Stadium,Grass,94,33,8,45,-4.5,7,7,7,0,0,17,45,17:45,14,4,9,1,40,288,7.2,3,13,108,8.3,1,25,17,180,2,0,7.2,10.6,68,115.42,8,3,37.5,1,0,0,2,2,1,1,0,8,53,2,1,2,22,4,7,0,4,213,53.2,1,0,-1,3,17,7,3,0,42,15,42:15:00,26,7,17,2,75,377,5,3,37,101,2.7,0,37,28,276,3,0,7.5,9.9,75.7,123.25,17,10,58.8,0,0,0,4,3,3,2,6,6,53,3,0,1,8,2,4,0,3,124,41.3,0,1,1
9/14/14 16:05,2014,2,STL,TB,AWAY,19,17,36,Raymond James Stadium,Grass,88,47,8,37.5,4,7,3,3,6,0,32,5,32:05:00,20,6,14,0,60,339,5.6,1,29,119,4.1,1,29,22,220,0,0,7.6,10,75.9,96.91,11,5,45.5,0,0,0,3,1,1,1,-1,5,65,2,1,2,15,5,6,0,2,98,49,1,1,0,7,0,7,3,0,27,55,27:55:00,18,8,7,3,52,332,6.4,2,30,157,5.2,2,21,16,175,0,1,8.3,10.9,76.2,80.46,8,4,50,0,0,0,5,2,3,2,2,4,30,1,0,1,4,4,5,0,2,54,27,1,1,0
9/14/14 16:25,2014,2,HOU,OAK,AWAY,30,14,44,O.co Coliseum,Grass,67,69,16,41,-3,14,3,10,3,0,38,36,38:36:00,20,9,9,2,65,327,5,3,46,188,4.1,1,19,14,139,2,0,7.3,9.9,73.7,129.06,15,9,60,0,0,0,5,3,3,2,78,7,85,1,0,0,0,3,3,0,2,100,50,0,4,4,0,0,0,14,0,21,24,21:24,22,5,16,1,59,364,6.2,2,17,101,5.9,1,42,27,263,1,2,6.3,9.7,64.3,69.84,9,2,22.2,2,2,100,2,2,2,2,3,5,24,3,2,0,0,1,3,0,3,120,40,4,0,-4
9/14/14 16:25,2014,2,KC,DEN,AWAY,17,24,41,Sports Authority Field at Mile High,Grass,85,16,7,48.5,13,3,7,0,7,0,36,14,36:14:00,28,6,18,4,75,380,5.1,2,31,133,4.3,2,42,26,247,0,0,5.9,9.5,61.9,78.17,16,11,68.8,1,0,0,4,2,4,2,2,7,62,1,0,2,8,1,4,0,2,80,40,0,0,0,7,14,0,3,0,23,46,23:46,19,4,14,1,46,325,7.1,3,19,88,4.6,0,26,21,237,3,0,9.1,11.3,80.8,143.11,8,3,37.5,1,1,100,4,3,3,2,0,11,71,0,0,1,5,5,6,0,3,132,44,0,0,0
9/14/14 16:25,2014,2,NYJ,GB,AWAY,24,31,55,Lambeau Field,Grass,63,52,15,46.5,7,14,7,3,0,0,30,26,30:26:00,19,7,11,1,71,312,4.4,3,37,146,3.9,2,32,16,166,1,1,5.2,10.4,50,62.76,17,8,47.1,3,2,66.7,2,2,2,2,11,7,82,1,0,2,10,11,4,0,5,233,46.6,1,1,0,3,13,15,0,0,29,34,29:34:00,25,5,17,3,68,390,5.7,3,22,80,3.6,0,42,25,310,3,0,7.4,12.4,59.5,106.25,14,7,50,0,0,0,4,2,3,2,15,3,35,3,1,4,36,6,4,0,4,197,49.2,1,1,0
9/14/14 20:30,2014,2,CHI,SF,AWAY,28,20,48,Levi's Stadium,,78,48,10,47,7,0,7,0,21,0,26,9,26:09:00,19,3,10,6,52,216,4.2,4,17,46,2.7,0,34,23,170,4,0,5,7.4,67.6,118.5,9,3,33.3,0,0,0,4,4,2,2,40,10,58,1,0,1,6,5,7,0,6,238,39.7,0,4,4,10,7,3,0,0,33,51,33:51:00,19,5,13,1,65,361,5.6,2,27,129,4.8,1,34,21,232,1,3,6.8,11,61.8,55.02,13,7,53.8,2,1,50,5,2,2,2,24,16,118,2,1,4,16,3,6,0,1,54,54,4,0,-4
9/15/14 20:30,2014,2,PHI,IND,AWAY,30,27,57,Lucas Oil Stadium,Dome,57,89,5,54,3,3,3,14,10,0,23,45,23:45,24,9,13,2,65,458,7,3,28,127,4.5,2,37,21,331,1,1,8.9,15.8,56.8,84.4,12,5,41.7,0,0,0,6,3,5,3,33,11,90,0,0,0,0,3,5,0,4,215,53.8,1,2,1,7,10,3,7,0,36,15,36:15:00,25,7,14,4,72,341,4.7,3,38,169,4.4,0,34,20,172,3,1,5.1,8.6,58.8,89.34,12,4,33.3,1,1,100,4,3,2,2,44,4,70,2,1,0,0,4,5,0,4,221,55.2,2,1,-1
9/18/14 20:25,2014,3,TB,ATL,AWAY,14,56,70,Georgia Dome,Dome,70,50,0,47,6.5,0,0,0,14,0,27,21,27:21:00,10,3,7,0,57,217,3.8,2,18,64,3.6,0,36,22,153,1,1,4.2,7,61.1,68.4,13,3,23.1,1,1,100,1,1,0,0,30,11,110,5,4,3,26,3,5,0,7,307,43.9,5,4,-1,21,14,21,0,0,32,39,32:39:00,26,7,17,2,65,488,7.5,8,36,144,4,3,28,24,344,3,1,12.3,14.3,85.7,138.69,11,8,72.7,0,0,0,4,3,2,2,97,5,50,4,3,1,6,7,6,0,2,84,42,4,5,1
9/21/14 13:00,2014,3,BAL,CLE,AWAY,23,21,44,FirstEnergy Stadium,Artificial,71,70,23,43,-1.5,3,7,7,6,0,30,55,30:55:00,23,12,8,3,64,377,5.9,2,33,160,4.8,1,31,19,217,1,1,7,11.4,61.3,79.64,12,4,33.3,1,0,0,5,2,3,2,0,5,32,0,0,0,0,2,6,0,3,152,50.7,1,0,-1,7,0,14,0,0,29,5,29:05:00,19,6,11,2,55,375,6.8,3,29,91,3.1,2,25,19,284,1,0,11.4,14.9,76,126.08,11,5,45.5,0,0,0,4,3,3,2,17,12,94,1,0,1,6,3,5,0,4,180,45,0,1,1
9/21/14 13:00,2014,3,DAL,STL,AWAY,34,31,65,Edward Jones Dome,Dome,70,50,0,45,-2,0,10,10,14,0,27,10,27:10:00,19,5,10,4,52,340,6.5,4,29,123,4.2,1,23,18,217,2,1,9.4,12.1,78.3,116.85,10,5,50,0,0,0,4,2,1,1,17,3,15,1,1,0,0,6,1,0,2,78,39,2,3,1,7,14,0,10,0,32,50,32:50:00,26,7,18,1,72,448,6.2,4,30,121,4,0,42,30,327,3,2,7.8,10.9,71.4,98.02,13,8,61.5,2,1,50,4,2,2,2,24,8,119,1,1,0,0,0,5,0,1,24,24,3,2,-1
9/21/14 13:00,2014,3,GB,DET,AWAY,7,19,26,Ford Field,Dome,68,70,0,51.5,1,7,0,0,0,0,21,47,21:47,14,3,9,2,51,223,4.4,1,22,76,3.5,0,27,16,147,1,0,5.4,9.2,59.3,86.5,10,4,40,1,0,0,2,1,0,0,32,5,30,1,1,2,15,9,4,0,5,215,43,1,3,2,7,5,0,7,0,38,13,38:13:00,21,6,13,2,74,353,4.8,2,38,115,3,1,34,22,238,0,2,7,10.8,64.7,60.66,18,11,61.1,0,0,0,2,0,2,0,56,6,40,1,1,2,8,3,6,1,2,104,52,3,1,-2
